Gene Name	SRR867740	SRR867737	SRR867735	SRR867739	SRR867736	SRR867738
BIRC8	0	3	0	0	0	1
SMARCAD1	2070	1278	1282	1106	1690	1315
HPGDS	1	1	0	1	1	0
PDLIM5	6106	4423	4520	3240	5692	4117
PDHA2	0	0	0	0	2	0
STPG2	4	3	3	0	1	2
NEURL3	1	1	0	1	1	0
RPRD2	1653	936	1005	817	1283	1227
ANKRD23	11	9	6	4	7	8
CTSS	1350	525	504	682	648	904
MSX1	316	163	222	215	247	255
PACRGL	284	222	208	138	258	172
BNIPL	15	5	14	4	12	12
C1QTNF7	5	4	0	1	0	7
TNFAIP8L2	12	4	8	4	2	5
LYSMD1	397	408	432	240	538	319
SCNM1	1713	1345	1296	878	1546	1240
TMOD4	0	0	0	0	0	0
VPS72	1883	1498	1594	950	1833	1277
ERCC3	1406	1255	1218	761	1383	1045
RNF149	1732	1249	1282	927	1495	1058
IWS1	1884	1697	1792	1009	2022	1354
BOLA3	753	575	681	405	763	472
CDC42EP3	7700	4190	4414	3778	5633	5110
S100A11	8807	5906	5470	4721	7796	6813
LCE3D	0	0	0	0	1	0
SMCP	0	0	0	0	0	0
IVL	0	4	0	0	0	0
SPRR3	0	2	0	0	0	0
DHX57	900	692	657	427	764	557
SPRR2D	0	0	0	0	0	0
BMP10	0	2	0	0	0	0
PGLYRP4	0	1	1	0	0	0
ARHGAP25	15	26	10	1	14	11
S100A9	0	1	0	0	0	0
S100A12	0	0	0	0	0	0
TGFA	184	111	107	103	139	123
TDRD10	5	4	2	0	1	1
CCNYL1	319	206	231	182	264	210
FZD5	865	475	503	410	600	622
CRYGC	0	0	0	0	0	0
DCAF16	1184	772	829	604	926	841
C1orf189	0	0	1	0	0	1
NPPC	3	0	0	2	1	1
GNPDA2	739	524	546	393	664	489
ALPP	1574	927	977	796	1143	1152
GABRG1	5	3	1	2	2	1
ALPG	72	58	36	30	54	56
GABRB1	0	1	2	2	2	2
PAQR3	642	607	554	340	699	458
NIPAL1	69	32	32	38	41	39
ALPI	41	5	3	20	3	28
ANTXR2	266	121	127	152	162	197
HELQ	412	276	312	217	365	291
MRPS18C	463	352	333	274	387	321
CGGBP1	2430	1393	1471	1248	1789	1580
ABRAXAS1	258	176	163	151	180	174
GPR155	125	92	68	70	82	84
DAPL1	9	0	0	2	0	4
PMVK	185	174	201	108	141	129
PBXIP1	4210	1751	1775	2498	1777	3073
CLDN1	1256	1520	1672	665	1982	810
PYGO2	1712	1036	1056	854	1431	1225
HIPK1	2332	1388	1427	1143	1732	1776
LENEP	5	5	2	5	6	1
DCST2	12	10	5	6	5	11
DCST1	7	6	2	8	6	10
COL6A3	14	26	11	8	12	9
INAVA	104	78	47	63	69	77
LINC01116	98	51	46	70	57	70
YY1AP1	910	697	610	460	866	704
KBTBD8	49	52	56	35	66	28
TAFA4	0	2	0	0	0	0
EOGT	712	495	484	385	643	501
LMOD3	7	2	4	4	4	12
NAXE	1517	1178	1174	827	1438	1075
POGLUT1	470	385	332	275	383	340
SLC22A15	129	83	74	79	108	99
CCKAR	0	1	0	0	1	1
IGFN1	682	202	203	355	183	565
ATP1A1	7746	6009	6494	3409	5376	5524
SLC15A2	60	29	30	40	36	62
EIF4E3	21	9	8	9	7	20
PROK2	0	1	0	0	0	0
TEX55	1	3	0	0	0	2
LRRC58	3810	2568	2702	2023	3319	2361
FSTL1	29365	14751	14657	14652	18758	19185
LMOD1	6	9	2	4	4	9
ELF3	2392	929	868	1231	1121	1751
PDCL2	0	2	0	0	1	0
TMEM183A	808	501	578	392	668	548
TMEM169	0	5	0	3	3	1
IGFBP7	9698	5199	5763	5467	6238	6775
TRIM46	167	106	101	95	117	157
KRTCAP2	243	138	134	109	176	175
CXCR1	0	1	0	0	0	0
ARPC2	6976	5036	5001	3536	6090	4808
TSACC	25	26	20	11	36	10
CCT3	14269	15057	14333	7189	16567	9952
TMEM79	130	105	111	74	119	105
SSR2	4516	3521	3561	2404	4989	3432
RNF25	1230	949	990	671	1097	910
STK36	803	536	451	434	688	601
ADORA1	7	18	6	5	7	5
NEK10	375	348	368	203	442	261
CCDC141	4	9	0	0	2	1
FEV	0	1	0	0	0	0
CRYBA2	1	4	1	1	0	2
IHH	0	3	1	2	2	1
CIP2A	1537	1274	1283	710	1547	976
EOMES	8	11	9	8	13	6
CWC22	714	504	574	354	631	452
AZI2	1448	924	951	676	1213	829
TGFBR2	1705	1185	1343	812	1402	1186
RETNLB	2	0	0	1	0	0
ANKZF1	1293	624	563	640	722	873
HDAC11	204	104	98	114	97	188
FCRL4	0	1	0	0	0	0
TRAT1	0	2	0	0	0	0
FBLN2	391	81	78	229	76	365
GLB1L	252	149	134	118	146	196
STT3B	14432	10047	9953	7343	12387	9204
CHCHD4	428	435	346	243	438	288
DPPA2	2	4	3	3	3	0
NFASC	2	26	0	2	0	0
FCRL1	0	1	0	0	0	0
SGO2	859	632	695	431	693	504
SERPINI1	337	205	218	165	257	203
CLASP2	2447	2078	1970	1280	2478	1680
SUCLG1	1661	1429	1338	822	1702	1105
NUAK2	476	255	265	247	287	352
SPTA1	172	38	29	75	56	134
PRKCI	2123	1696	1722	1120	2182	1389
MNDA	142	24	14	58	18	75
PYHIN1	1	2	2	0	0	1
IFI16	13196	7984	9811	6472	9979	8733
AIM2	90	16	10	51	12	63
EFHB	6	7	5	5	5	5
EIF5A2	275	346	330	143	413	174
SLC2A2	0	4	0	0	0	0
RPL22L1	373	495	467	185	512	281
FABP1	0	1	1	0	0	0
PPM1L	639	286	301	318	365	438
ICA1L	67	39	30	49	36	48
SNHG16	886	875	749	430	956	640
CTLA4	0	5	0	0	0	0
ICOS	0	1	0	0	0	0
RYBP	662	439	471	368	587	427
PPP4R2	2069	1502	1587	1011	1925	1286
CD200R1	2	3	0	1	2	1
GTPBP8	393	287	297	246	340	265
NEPRO	1072	630	690	543	778	675
SPICE1	91	42	52	56	46	61
FAM86KP	0	1	1	0	1	2
CCDC191	37	22	23	12	21	31
CADPS	0	9	0	2	0	2
NKX6-1	1	2	0	0	2	0
CDS1	212	174	175	89	211	117
WDFY3	2467	1523	1463	1125	1851	1560
COX18	316	222	234	177	263	196
PTPN13	2356	1361	1229	1122	1556	1690
SYNPR	0	1	0	0	0	0
ALB	0	1	0	1	0	0
C3orf49	6	2	9	4	7	1
C4orf36	0	0	1	1	2	2
THOC7	1116	916	1003	535	1163	696
ATXN7	77	42	42	43	44	59
PSMD6	2093	1784	1618	1071	1839	1392
PRICKLE2	66	34	22	42	38	41
ADAMTS9	6	5	2	0	1	3
PPM1K	2372	1276	1256	1274	1589	1688
ERICH6	6	5	0	1	0	4
CLRN1	0	1	1	0	0	0
GMPS	2588	1919	1977	1303	2450	1894
TIPARP	5057	3151	3347	2581	4377	3313
CCNL1	1719	954	899	869	1193	1096
PTX3	5	26	21	3	15	17
HESX1	6	4	4	4	6	8
DCLK3	6	6	5	1	3	5
SLMAP	2436	1703	1802	1230	1991	1681
RPL9	2163	1434	1652	1127	1774	1169
SMIM14	1803	688	782	1053	997	1275
RPP14	615	401	429	321	513	388
ABHD6	388	312	285	200	423	313
DNASE1L3	1	2	0	2	4	1
CFAP20DC	129	87	91	66	120	84
RBM47	554	247	231	284	280	355
APBB2	3595	2423	2412	1759	2926	2475
IL17RE	72	50	31	39	56	52
IL17RC	1205	819	923	650	1035	942
CRELD1	359	280	207	188	249	247
PRRT3	80	44	57	29	62	57
FANCD2OS	4	6	5	2	3	5
PCOLCE2	593	573	597	333	656	410
U2SURP	4287	3861	4200	2274	5306	2877
MTMR14	1133	811	814	593	933	805
TTC14	895	541	607	457	730	502
CXCL3	15	11	14	14	10	11
CXCL5	0	2	0	0	0	0
PPBP	0	0	0	0	0	1
PF4	0	0	0	0	0	0
MTHFD2L	247	159	143	122	173	144
CXCL1	19	10	10	6	25	11
RCHY1	408	303	263	255	364	263
PLSCR2	6	4	3	2	2	1
CCDC158	4	14	5	0	2	5
CPA3	21	65	100	12	108	17
GYG1	405	362	376	218	423	290
HPS3	1533	1023	1007	822	1344	1078
TM4SF18	0	1	0	0	0	2
TOPBP1	3947	2784	2832	2122	3686	2646
RYK	1461	1182	1204	738	1529	978
SNRK	1053	565	597	554	787	664
TCF23	0	6	0	0	0	0
DNAJC5G	1	1	0	0	0	0
UCN	9	8	13	7	7	10
ZNF513	189	146	155	118	123	196
SLC4A1AP	1120	815	935	568	1000	807
PLB1	169	94	64	61	97	91
SPDYA	27	13	10	13	18	17
KIAA1143	689	357	435	317	474	462
KIF15	967	696	763	498	913	684
TGM4	14	12	11	3	10	7
WDR43	2653	2630	2622	1413	3172	1804
ZDHHC3	2002	1639	1655	1041	2099	1454
CDCP1	1923	1446	1480	872	1735	1395
CLEC3B	0	0	1	0	0	0
SLC6A20	1	6	1	0	2	3
LZTFL1	681	452	430	348	578	413
FYCO1	950	632	712	435	708	719
CCR1	7	11	14	3	15	3
RTP3	13	11	9	7	11	9
LRRC2	63	38	41	41	39	55
ELP6	865	781	726	405	791	596
FBXO40	0	4	1	0	0	1
DTX3L	11753	7138	7719	6067	8867	8429
ZNF148	2346	1453	1383	1252	1877	1583
NMNAT3	11	1	3	9	2	12
SMIM12	1161	973	1005	606	1189	867
ZMYM6	223	115	130	105	144	148
TPRA1	1978	2788	2593	1066	3316	1509
YEATS2	2647	2069	2171	1355	2518	2024
GRIK3	0	6	0	0	1	2
ZC3H12A	577	278	366	259	406	473
MEAF6	1189	679	687	610	966	690
SNIP1	780	542	675	380	619	583
DNALI1	16	15	10	7	14	16
POLR2H	1175	1007	889	547	1167	782
KLF15	2	1	2	0	9	3
CFAP100	1	8	0	0	0	3
CAMK2N2	1	3	3	1	2	4
LIPH	428	222	254	178	297	276
TMEM41A	541	475	469	301	565	423
RPN1	11616	9794	9235	5925	12440	8221
SENP2	1594	1118	1133	734	1412	952
HEYL	7	10	2	1	4	5
IFT122	623	522	483	291	547	453
RHO	0	1	0	0	0	0
IGF2BP2-AS1	1	2	0	0	3	2
RFC4	1728	1429	1346	898	1526	1132
RPL39L	617	565	584	301	657	463
BAP1	3972	3422	3509	2100	3809	3058
TKT	40276	26123	26799	20516	30389	30692
PRKCD	68	45	42	27	43	49
RFT1	470	430	488	221	490	369
SFMBT1	1317	987	865	595	1088	823
GNL3	3949	2985	3057	2021	3907	2616
PBRM1	1759	1096	1179	897	1264	1219
UVSSA	226	152	168	141	185	183
TASOR	4002	2413	2734	2051	2853	2727
ARHGEF3	411	190	169	242	231	289
SLBP	2546	1701	1735	1362	2027	1710
LRPAP1	3893	3209	3048	2144	3050	3037
ZDHHC19	0	0	0	0	0	0
SLC51A	27	30	22	15	28	22
UBXN7	1359	760	803	689	1008	994
RNF168	2107	1525	1588	1124	1730	1428
PIGX	326	264	271	158	299	226
MELTF	666	445	439	360	477	534
OTOP1	1	2	0	0	0	0
S100P	415	101	117	217	100	266
ABLIM2	61	49	50	30	61	34
EXO5	375	274	298	221	287	253
CLDN19	2	7	0	0	3	6
C1orf50	61	37	33	37	29	36
ERMAP	251	120	105	145	168	213
ZNF691	282	186	185	138	231	246
AIMP1	1296	1011	1062	637	1353	829
SGMS2	1773	1024	1104	940	1445	1148
METAP1	2129	1675	1575	1118	2112	1467
DNAJB14	1391	734	810	781	1013	852
H2AZ1	7399	5879	5291	3762	6458	5019
EMCN	1	1	0	0	2	0
SLC9B1	3	3	3	3	2	4
SLC9B2	364	363	370	183	478	205
BDH2	462	253	234	220	299	309
PGRMC2	3498	2468	2787	1933	2832	2340
CDC25A	1254	1103	1108	613	1181	890
CAMP	0	0	0	0	0	0
ZNF589	260	187	159	151	202	192
FBXW12	3	10	0	1	5	6
PLXNB1	1807	1231	1120	894	1238	1503
CCDC51	954	1061	1015	548	1083	726
ATRIP	636	565	521	380	650	534
SHISA5	7445	4843	4681	3958	6647	5908
SPRY1	8	8	8	1	5	7
BSN	34	25	15	17	19	28
APEH	3578	2973	2826	2000	3194	2732
INTU	424	262	239	215	338	265
RNF123	905	730	745	429	741	707
HSPA4L	1415	1332	1447	719	1578	938
MFSD8	517	360	322	280	407	356
ABHD18	324	177	179	183	226	215
CAMKV	1	2	1	0	3	1
MON1A	337	334	354	216	377	235
MST1R	457	216	195	224	208	398
RAD54L2	1542	1149	1232	776	1339	1160
TEX264	998	696	789	542	913	748
GRM2	2	10	1	2	1	0
DUSP7	829	585	629	439	825	657
POC1A	611	513	518	296	554	434
PPM1M	292	206	187	168	208	238
ETNPPL	39	18	17	25	12	33
WDR82	3491	3045	3056	1873	3110	2583
PITX2	330	200	215	173	255	267
C4orf3	2133	1170	1411	1138	1476	1332
PRSS12	720	559	548	388	692	536
NDST3	50	19	15	25	12	41
HMGB2	3296	2605	2908	1677	3163	2391
SAP30	745	513	510	329	589	527
SCRG1	20	5	2	9	10	16
HAND2	0	1	1	0	1	0
MAD2L1	1174	965	949	590	1119	754
ANXA5	15299	11676	11736	7587	14353	10339
SMIM43	3	4	0	0	0	1
ADAD1	0	3	0	0	0	0
MAP9	0	4	0	0	0	0
GUCY1A1	1	0	0	0	0	0
FBXO8	766	449	402	346	540	491
CEP44	1052	634	611	558	700	668
HPGD	272	78	84	129	107	143
ASB5	15	3	3	3	11	5
C4orf45	0	6	1	1	0	0
TMEM144	168	136	136	112	176	135
GASK1B	75	20	35	30	29	25
NPY1R	54	35	51	16	51	38
NPY5R	2	4	2	0	3	0
NAA15	3581	2904	3322	1822	3404	2299
IL15	675	483	454	360	527	483
FAM160A1	586	434	427	285	536	436
ARFIP1	1193	739	825	619	970	718
ICE1	7434	5821	6037	3741	7109	5307
HHIP	142	101	149	74	122	101
ANAPC10	125	80	80	73	103	85
ABCE1	1953	1654	1801	996	2266	1172
OTUD4	1213	789	810	596	980	858
LSM6	252	211	201	136	282	150
TMEM184C	1622	1268	1377	846	1581	1095
PRMT9	518	392	343	275	414	347
ITGA2	1629	656	590	880	846	1147
MOCS2	831	590	629	461	774	569
SLC45A2	3	1	0	1	2	4
EDIL3	16025	8737	9149	8190	11630	9968
TMEM161B	766	480	416	394	626	491
ELOVL7	265	101	82	168	109	183
NDUFAF2	558	520	511	252	616	341
ZNF474	4	1	4	1	9	4
LMBRD2	2222	1183	1250	1039	1624	1377
RANBP3L	9	2	3	5	1	5
NIPBL	4577	2566	2806	2322	3068	3247
RNF180	0	0	0	0	0	0
ADGRV1	22	24	4	10	8	11
SLC25A46	2633	1724	1755	1378	2317	1665
STARD4	5343	3152	3215	2910	3985	3430
PGGT1B	635	434	455	377	553	423
F2RL2	70	297	300	48	398	77
CCDC112	433	290	335	241	385	234
ANKRD33B	1063	921	1125	501	1068	800
CMBL	757	491	563	390	542	542
C5orf63	134	89	100	79	108	99
PRRC1	3440	1982	2031	1763	2931	2292
F2RL1	208	136	134	132	216	158
AGGF1	566	431	403	325	447	407
WDR41	2297	1549	1501	1118	1839	1446
PRDM9	1	2	0	0	0	2
NDUFS4	1521	1351	1207	793	1456	1014
SCGB3A2	18	6	9	7	5	8
SPINK1	16	10	11	10	15	10
HTR4	1	3	0	1	1	0
ESM1	1	2	0	0	1	1
GRPEL2	1271	972	1054	716	1325	884
CDC20B	0	4	0	1	0	2
ARSK	755	430	412	384	541	517
RHOBTB3	8390	6693	7249	4264	8118	5388
GPX8	3452	2540	2548	1884	3102	2388
TIGD6	136	79	93	75	114	104
SPZ1	0	0	0	0	0	0
SERINC5	137	110	94	74	135	96
ENPP6	2	7	1	0	1	3
CAGE1	4	2	1	2	4	0
CASP3	1028	669	646	576	851	599
PRIMPOL	222	138	147	122	186	159
ERAP1	4105	2486	2325	2044	2937	2794
ERAP2	1076	573	464	525	660	719
CMYA5	90	62	44	34	69	48
EGFLAM	49	28	18	21	23	26
CFAP97	951	774	681	424	978	564
TMEM174	0	1	0	0	0	0
CARTPT	0	1	0	0	0	0
RICTOR	12621	6992	6755	6417	8952	8325
TENT2	1584	940	876	846	1286	1047
EBF1	527	270	281	250	328	411
ANKRA2	240	110	100	122	133	168
UBLCP1	1421	1056	1064	760	1353	880
FAM170A	0	0	0	0	0	1
UTP15	1036	774	886	477	1036	655
TLR3	2972	1897	1962	1443	2689	1943
KLKB1	0	0	1	1	0	0
NSA2	1811	1501	1491	981	1902	1252
GFM2	1776	1287	1215	849	1585	1085
TERT	10	12	12	13	13	6
SLC6A18	0	3	0	0	0	1
CCDC127	2095	1667	1604	1077	1974	1442
FOXQ1	318	492	596	183	641	253
LINC01600	20	5	3	5	4	11
ADGRF2	3	2	2	0	2	1
ACSL6	0	6	0	0	1	2
IL3	0	0	0	0	0	0
CSF2	1	0	0	0	0	0
SEPTIN8	1408	944	894	672	1093	975
SHROOM1	412	247	304	209	294	329
GDF9	6	2	3	2	5	6
UQCRQ	3923	3344	2862	2095	3254	2942
LEAP2	66	29	14	22	23	34
GJB7	14	8	5	9	5	17
SLC35A1	266	172	145	159	196	162
GRIK2	784	329	389	411	419	548
CGAS	1096	667	878	602	892	759
FABP7	0	1	0	0	0	1
TLX3	71	81	104	32	67	49
TXLNB	20	6	3	13	6	10
CITED2	1791	1149	1288	944	1416	1276
CALHM4	2	0	1	0	0	1
TBXT	219	15	7	120	13	199
CREBRF	846	346	289	445	351	552
DCBLD1	3173	1844	1786	1636	2012	2240
SFXN1	2714	2806	2767	1406	3434	1997
SAMD3	0	2	1	0	0	0
TMEM200A	7	17	6	7	7	11
IL22RA2	0	1	0	0	0	0
DACT2	0	1	0	0	1	0
PDSS2	381	351	332	221	361	284
SPATA48	0	2	0	0	0	0
STXBP5	3341	1473	1515	1610	1861	2193
H2AC1	2	1	4	0	0	2
IL31RA	17	28	33	10	35	10
ANKRD55	18	9	5	7	11	9
RAET1E	350	112	146	152	177	227
PI16	284	59	54	176	50	228
TBX20	56	65	73	27	88	29
DAGLB	771	732	749	393	848	553
KIAA0895	400	278	254	185	320	229
STK17A	2665	1900	2151	1332	2262	1547
TRA2A	628	439	480	340	521	391
FAM183BP	0	0	0	0	0	0
GALNT10	3117	2093	2092	1563	2203	2364
SAP30L	746	465	435	356	489	517
RPS14	13749	11794	10542	6495	13358	9960
HCN1	0	8	1	0	1	0
MYOZ3	6	6	8	4	3	7
COG5	1314	833	868	627	1084	920
NEUROD6	1	0	0	0	0	0
BMT2	491	231	232	247	288	276
GPR85	6	7	1	1	3	4
SLU7	2427	1262	1319	1178	1616	1561
RP9	127	128	107	57	138	96
PTTG1	2402	1882	1950	1163	2425	1660
CAMLG	1000	564	566	516	656	678
FBXL21P	1	1	0	0	1	0
BMPER	316	87	81	164	111	240
RELL2	172	108	120	80	128	112
SMAD5-AS1	7	0	3	3	2	1
KCNK5	208	214	188	103	205	126
KIF6	1	10	0	1	1	1
ZNF12	1021	696	699	573	891	671
SLC29A4	21	14	13	12	14	20
TEX47	0	1	0	0	0	0
STEAP1	59	47	41	33	55	39
CDCA7L	1166	936	1018	587	1128	834
SP8	15	4	7	2	3	9
MIOS	596	546	556	310	673	391
ELAPOR2	759	527	513	372	678	536
USP49	271	137	114	129	149	190
INTS4P1	2	5	1	1	4	0
SYTL3	59	40	34	35	38	33
IQUB	8	6	2	3	10	2
HEY1	47	25	33	15	35	35
ZNF704	1342	821	754	595	950	878
FABP5	219	226	237	118	229	140
SHH	1	1	0	0	0	0
TAGAP	4	3	0	0	0	2
COL1A2	11	6	2	8	5	5
FNDC1	8	10	6	3	11	9
CHMP4C	117	68	71	71	79	69
SLC13A4	24	14	15	16	13	21
PGAM2	0	0	0	0	0	0
BRI3	931	724	777	461	880	627
LMTK2	1317	820	863	615	993	1006
SLC35G3	1	0	1	0	1	1
CTSB	4826	2489	2570	2538	2890	3627
SOX17	216	205	222	120	165	159
SEPTIN7P5	0	0	0	0	0	0
DLC1	11	16	4	6	8	7
ADCY1	10	13	6	5	11	5
C8orf48	0	1	0	0	0	0
SUN3	1	0	1	0	0	2
C7orf57	6	9	3	2	5	5
HNF4G	127	78	64	56	84	86
PEX2	943	565	494	510	672	580
RAD21	6217	3964	3969	3315	5209	4057
SLC30A8	5	8	1	3	4	3
MED30	92	67	75	59	95	63
TNFRSF11B	378	440	348	172	427	296
SBSPON	61	15	11	29	14	47
PHKG1	27	27	13	9	24	32
EN2	1	5	0	0	0	0
KCNV1	0	1	0	0	1	1
CSMD3	22	14	2	13	2	10
SPIDR	1005	548	519	514	676	778
ORC5	598	529	548	355	703	418
DEFA5	0	0	0	0	0	0
DNAAF5	1034	1124	1010	471	1278	752
DEFA4	0	1	0	0	0	0
DEFA6	0	0	0	0	0	0
OSGIN2	768	573	624	403	781	476
DEFB1	0	1	0	0	0	0
SUN1	2769	2196	2240	1315	2463	1967
OXR1	1366	648	681	757	898	905
TMEM74	26	30	25	16	31	20
FAM86FP	3	4	3	2	3	0
GPR146	18	12	11	5	10	14
GPER1	89	92	73	62	88	60
UNCX	0	1	0	0	0	0
TMEM184A	476	368	376	225	324	376
NOS3	3	4	1	1	2	3
SPAG11B	0	0	0	0	0	0
MICALL2	981	537	455	505	573	775
CA3	0	2	0	0	1	1
INTS1	4911	4069	4518	2331	4255	3986
CDK5	624	385	399	335	476	412
SLC4A2	4080	3637	4294	2199	4085	3415
SLC7A13	0	1	0	0	0	0
FASTK	1642	1236	1178	824	1257	1367
TMUB1	956	774	936	507	869	764
FMC1	59	42	39	39	34	35
GBX1	1	1	0	1	1	0
PHAX	2296	1723	1779	1235	2201	1526
ALDH7A1	1102	585	646	624	670	828
FOXK1	2372	1769	2098	1149	2015	1887
COX6C	1439	1118	1009	749	1204	994
OSR2	127	79	93	58	81	93
YWHAZ	8720	5694	6297	4416	7164	5802
BAALC	0	0	0	0	0	0
FZD6	1598	1101	1050	752	1420	978
CTHRC1	43	26	32	24	27	24
SLC25A32	7	2	2	4	1	3
DCAF13	1221	1062	1015	604	1272	805
DCSTAMP	0	1	1	0	0	0
TP53INP1	794	288	280	383	334	486
INTS8	1269	738	628	602	933	835
VIRMA	1810	1363	1458	941	1488	1294
FREM1	1	12	0	0	1	1
GEM	72	54	63	38	75	37
PDP1	1120	613	659	593	823	816
TMEM67	274	198	158	118	234	197
WASHC5	1293	910	930	661	1101	900
RPP25L	407	387	320	235	393	329
FAM219A	613	490	493	321	565	510
C9orf24	1	2	0	3	2	5
SNAPC3	2108	1502	1608	1170	1758	1438
MYORG	740	511	513	406	536	636
NUDT2	594	387	372	247	409	393
TMEM65	1162	645	737	602	852	727
PSIP1	4761	2557	3131	2451	3391	3450
CCDC171	190	119	122	94	143	135
UBAP1	3015	1789	2126	1497	2313	2205
DIRAS2	0	5	0	0	0	0
SYK	0	4	0	0	1	0
NIPSNAP3B	25	7	2	17	7	14
ABCA1	1506	217	175	647	301	967
NFIL3	244	115	131	107	126	144
LETM2	52	56	49	36	62	49
METTL2B	577	443	493	272	524	443
PRKACG	4	2	4	3	3	2
FXN	86	52	83	39	66	53
ZMAT4	2	6	0	1	1	0
NKX6-3	0	3	1	0	0	0
TMEM71	0	7	0	0	0	1
MAMDC2	508	315	328	241	343	330
PRSS37	0	3	0	2	0	1
CPA6	0	5	0	1	0	0
C8orf34	1	8	5	1	4	8
TMC1	9	5	4	2	4	7
ALDH1A1	0	1	0	0	1	0
KDM1B	342	262	282	149	289	260
HGSNAT	1254	612	617	597	828	934
RASEF	223	167	146	119	189	148
GKAP1	55	16	20	34	19	37
KIF27	43	22	18	18	26	21
C9orf64	1132	791	950	618	947	705
HNRNPK	11915	8917	9312	5992	10372	8109
SSMEM1	2	0	1	0	0	1
SVEP1	22	36	23	18	29	16
TRPV6	0	5	1	0	2	0
LLCFC1	0	1	0	0	0	0
ANKS6	649	353	369	345	476	566
FBP1	4	3	2	3	1	2
PGAP4	1188	895	894	564	1188	793
ZHX1	2469	1544	1709	1308	2159	1588
CFAP47	12	7	4	3	3	7
CYBB	21	22	17	9	30	15
DYNLT3	3304	1671	1694	1684	2149	1975
METTL27	101	58	47	46	69	83
MID1IP1	2548	1987	2162	1415	2011	1959
NCF1C	1	0	0	0	0	1
SHOC1	92	42	47	45	57	53
CXorf58	3	1	1	0	0	0
KIAA1958	277	127	147	145	172	208
PTCHD1	0	2	1	0	0	0
RNF183	2	2	0	0	1	1
ASB11	0	0	0	1	0	0
PCDH19	0	8	2	0	0	2
PIGA	724	434	413	407	534	526
VEGFD	15	14	6	13	15	12
OR1Q1	0	2	0	0	0	0
OR1K1	0	0	0	0	0	0
STRBP	819	605	605	390	740	513
CLDN3	2	4	7	5	7	4
GAPVD1	4897	3397	3564	2466	4037	3423
CARD19	421	366	284	219	421	341
WNK2	58	55	45	32	47	49
ATP7A	1735	1106	1058	820	1417	1152
ZNF367	1217	726	798	637	899	842
NLGN4Y	0	1	0	0	0	0
HDX	500	309	301	266	411	331
NDUFB6	1495	1053	973	743	985	851
AQP7	22	13	3	6	1	11
NOL6	3436	2799	2637	1797	3227	2727
AQP3	10266	3823	4284	5426	4900	7046
TRMT10B	191	128	158	113	142	176
VCP	16422	14604	13729	8355	15397	11843
PIGO	1496	1080	1052	789	1429	1073
STOML2	2723	2717	2782	1438	3004	1985
BRWD3	1672	877	881	800	1080	1285
SLITRK5	1244	899	928	630	1051	956
MELK	3741	2580	2718	1937	3162	2563
ARMC3	1	7	3	2	0	1
OTUD1	578	200	206	288	210	368
ARHGAP12	970	624	594	522	753	662
FAT3	5	20	6	1	8	2
DEUP1	0	6	2	1	5	1
HECTD2	592	304	296	295	390	385
SLC7A3	0	2	0	0	0	0
FBXO33	988	597	609	570	751	606
INTS6L	119	56	39	62	56	70
GPR101	0	0	0	0	0	0
CLDN2	3	3	0	1	1	8
LRFN5	0	7	0	0	0	1
LRRC18	0	0	0	0	0	0
SPTSSA	933	344	347	440	394	493
WRN	559	397	357	257	498	393
MARCHF8	724	418	466	373	541	531
TSHR	2	3	1	1	2	2
CFL2	3104	2298	2338	1615	2806	1928
SUGT1	1354	1133	1158	677	1310	993
GTF2A1	1079	855	924	588	1105	675
ZCCHC24	674	314	320	350	358	535
PGM2L1	1793	482	500	884	659	1176
PHYHIPL	0	2	2	0	0	0
SLC16A9	40	76	76	31	99	27
FOLR2	6	8	3	4	5	6
INPPL1	15381	12088	12177	7819	12969	12472
PHOX2A	24	18	13	12	11	16
MBL2	0	2	0	0	0	1
GJB2	0	2	0	1	1	1
CRYL1	17	9	17	10	14	12
REEP3	2069	1128	1336	1095	1580	1286
HEPACAM	0	3	0	0	0	0
SKA3	580	536	535	300	641	432
MICU2	751	534	587	411	653	498
DDIAS	678	637	593	337	777	457
PCF11	2011	1145	1231	1008	1423	1498
PKNOX2	0	2	0	0	0	2
RPL10L	0	2	1	1	1	0
LRR1	803	532	532	405	716	492
RPL36AL	2857	2435	2775	1588	2979	2055
DNAAF2	366	253	309	212	304	240
DEPP1	50	9	6	34	7	36
MAGEC3	0	5	0	0	0	0
ZNF22-AS1	21	9	19	13	13	10
ZNF22	231	213	198	129	242	165
KLHDC2	763	468	410	366	550	448
EML5	39	23	14	23	20	36
NEMF	1093	745	809	555	995	736
RPUSD4	362	250	271	147	331	273
ARF6	1906	1392	1763	1070	1630	1366
TTC8	387	348	293	205	338	257
TMEM63C	45	107	92	19	107	39
NGB	0	2	0	0	0	1
NOXRED1	2	3	6	1	4	3
CDX2	0	4	1	0	0	0
AMER2	1	6	0	0	0	0
AKR1E2	14	4	2	5	5	12
KBTBD6	549	352	351	269	421	326
SSX5	0	0	0	0	0	0
SSX3	0	4	0	0	0	0
OTX2	0	0	0	0	0	0
FAAH2	70	15	14	44	20	52
DRGX	14	8	4	10	5	11
NUDT5	2518	1810	1857	1275	2343	1771
DACT1	15	26	20	6	15	15
OXGR1	0	2	0	0	1	2
UCMA	0	0	0	0	0	0
BEND7	0	3	1	1	0	0
ATP5F1C	3634	2628	2712	1783	3384	2341
PRPF18	266	182	226	119	251	169
