# Argument List:
# Name = demo
# peak file = Analysis/MAX_HeLa_S3_chip_seq.bed
# distance = 100000 bp
#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr19	49665141	49673916	NR_104205	0.406	+	BCL2L12	8287
chr19	49665141	49673916	NR_104204	0.406	+	BCL2L12	8288
chr19	49665141	49673916	NM_001282520	0.406	+	BCL2L12	8289
chr19	49665141	49673916	NM_001282517	0.406	+	BCL2L12	8290
chr19	49665141	49673916	NM_001282516	0.406	+	BCL2L12	8291
chr19	49665141	49673916	NR_104203	0.406	+	BCL2L12	8292
chr19	49665141	49673916	NM_001282521	0.406	+	BCL2L12	8293
chr19	49665141	49673916	NM_001282519	0.406	+	BCL2L12	8294
chr19	49665141	49673916	NR_104200	0.406	+	BCL2L12	8295
chr19	49665141	49673916	NM_138639	0.406	+	BCL2L12	8296
chr19	49665141	49673916	NM_001040668	0.406	+	BCL2L12	8297
chr19	49665141	49673916	NR_104201	0.406	+	BCL2L12	8298
chr19	49665141	49673916	NR_104202	0.406	+	BCL2L12	8299
chr3	13480343	13506424	NM_001136041	0.406	+	HDAC11	8300
chr5	41730064	41870689	NM_000436	0.406	-	OXCT1	8301
chr7	100400871	100428808	NM_001258008	0.406	-	ZCWPW1	8302
chr7	100400871	100428808	NM_017984	0.406	-	ZCWPW1	8303
chrX	53082359	53088546	NM_022117	0.406	+	TSPYL2	8304
chr7	100428789	100434126	NM_001194990	0.406	+	MEPCE	8305
chr7	100428789	100434126	NM_001194991	0.406	+	MEPCE	8306
chr7	100428789	100434126	NM_001194992	0.406	+	MEPCE	8307
chr4	1793311	1808872	NM_022965	0.406	+	FGFR3	8308
chr4	1793311	1808872	NM_001163213	0.406	+	FGFR3	8309
chr4	1793311	1808872	NM_000142	0.406	+	FGFR3	8310
chr7	99027434	99144120	NM_020429	0.406	-	SMURF1	8311
chr7	99027434	99144120	NM_181349	0.406	-	SMURF1	8312
chr7	99027434	99144120	NM_001199847	0.406	-	SMURF1	8313
chr19	12940483	12940540	NR_106770	0.405	+	MIR6515	8314
chr11	104568488	104609302	NR_120585	0.405	-	LOC102723895	8315
chr1	149923316	149928252	NM_005850	0.405	-	SF3B4	8316
chr9	133534852	133575519	NM_014694	0.405	+	ADAMTSL2	8317
chr5	41870029	41872236	NR_046635	0.405	+	OXCT1-AS1	8318
chr11	124224638	124225663	NM_001291438	0.405	+	OR8G2	8319
chr6	52264013	52284881	NM_001270472	0.405	-	MCM3	8320
chr6	52264013	52284881	NM_002388	0.405	-	MCM3	8321
chr14	21070259	21090247	NM_001278530	0.405	+	ARHGEF40	8322
chr14	21070259	21090247	NM_001278529	0.405	+	ARHGEF40	8323
chr14	21070259	21090247	NM_018071	0.405	+	ARHGEF40	8324
chr5	140875301	141012344	NM_018903	0.405	+	PCDHA12	8325
chr5	140875301	140877889	NM_031864	0.405	+	PCDHA12	8326
chr9	136759633	136764513	NM_203347	0.405	-	LCN15	8327
chr2	239762859	239800662	NR_037808	0.405	+	LOC150935	8328
chr14	59595975	59870839	NM_021136	0.405	-	RTN1	8329
chr19	2249113	2252073	NM_000479	0.405	+	AMH	8330
chr14	36516398	36519698	NM_003317	0.405	-	NKX2-1	8331
chr17	1517988	1562816	NM_006224	0.404	-	PITPNA	8332
chr19	5914181	5916211	NM_004058	0.404	+	CAPS	8333
chr19	5914181	5916211	NM_080590	0.404	+	CAPS	8334
chr3	48673838	48685933	NM_184231	0.404	-	NCKIPSD	8335
chr3	48673838	48685933	NM_016453	0.404	-	NCKIPSD	8336
chr5	58541566	58558243	NR_109904	0.404	-	LOC101928600	8337
chr16	1614639	1677908	NM_020825	0.404	+	CRAMP1L	8338
chr11	86302210	86345943	NM_016401	0.404	+	C11orf73	8339
chr11	86302210	86345943	NR_024598	0.404	+	C11orf73	8340
chr11	86302210	86345943	NR_024597	0.404	+	C11orf73	8341
chr6	34792016	34877514	NM_017754	0.404	+	UHRF1BP1	8342
chr19	39125779	39179406	NM_005884	0.404	+	PAK4	8343
chr19	39125779	39179406	NM_001014831	0.404	+	PAK4	8344
chr19	39125779	39179406	NM_001014834	0.404	+	PAK4	8345
chr19	39125779	39179406	NM_001014832	0.404	+	PAK4	8346
chr19	39125779	39179406	NM_001014835	0.404	+	PAK4	8347
chr3	49805204	49813958	NM_003335	0.404	-	UBA7	8348
chr19	17859877	17863324	NM_000980	0.404	+	RPL18A	8349
chr14	101027099	101027183	NR_029968	0.404	+	MIR329-2	8350
chr5	176880868	176899332	NM_002115	0.404	-	HK3	8351
chr14	67746519	67816589	NM_015346	0.403	-	ZFYVE26	8352
chr10	79703226	79712757	NM_001278495	0.403	+	NUTM2B	8353
chr12	104286681	104350307	NM_003330	0.403	+	TXNRD1	8354
chr12	104286681	104350307	NM_182742	0.403	+	TXNRD1	8355
chr12	104286681	104350307	NM_182729	0.403	+	TXNRD1	8356
chr12	104286681	104350307	NM_182743	0.403	+	TXNRD1	8357
chr12	104286681	104350307	NM_001261445	0.403	+	TXNRD1	8358
chr12	104286681	104350307	NM_001261446	0.403	+	TXNRD1	8359
chr3	50273235	50273297	NR_106932	0.403	+	MIR6872	8360
chr12	54630838	54634879	NM_033277	0.403	-	LACRT	8361
chr2	201260499	201287711	NM_033356	0.403	+	CASP8	8362
chr3	39406688	39412541	NM_001304288	0.403	+	RPSA	8363
chr3	39406688	39412541	NM_002295	0.403	+	RPSA	8364
chr1	28438149	28500369	NM_023923	0.403	+	PHACTR4	8365
chr16	3962648	4116185	NM_001116	0.403	-	ADCY9	8366
chr7	28180456	28241377	NR_034097	0.403	+	JAZF1-AS1	8367
chr9	123356166	123378755	NM_173689	0.403	+	CRB2	8368
chrX	153981097	153981176	NR_036175	0.402	-	MIR3202-2	8369
chr17	3565445	3609411	NM_080704	0.402	-	TRPV1	8370
chr19	45883606	45886170	NM_015649	0.402	-	IRF2BP1	8371
chr16	2771413	2777296	NM_007108	0.402	-	TCEB2	8372
chr16	2771413	2777296	NM_207013	0.402	-	TCEB2	8373
chr5	150357638	150400308	NM_001195141	0.402	+	TCOF1	8374
chr5	150357638	150400308	NM_000356	0.402	+	TCOF1	8375
chr5	150357638	150400308	NM_001135244	0.402	+	TCOF1	8376
chr5	150357638	150400308	NM_001135245	0.402	+	TCOF1	8377
chr5	150357638	150400308	NM_001135243	0.402	+	TCOF1	8378
chr5	150357638	150384632	NM_001008657	0.402	+	TCOF1	8379
chr16	75229029	75239082	NM_001170721	0.402	-	BCAR1	8380
chr13	27978105	27988637	NM_001105577	0.402	-	URAD	8381
chr16	18804852	18926404	NM_015092	0.402	-	SMG1	8382
chr3	50273118	50277171	NM_001290063	0.402	+	SEMA3B	8383
chr3	50273118	50277171	NM_001290062	0.402	+	SEMA3B	8384
chr3	50273118	50277171	NR_110697	0.402	+	SEMA3B	8385
chrX	153587924	153599177	NM_152274	0.402	-	FAM58A	8386
chrX	153587924	153599177	NM_001130997	0.402	-	FAM58A	8387
chr5	141370263	141512979	NM_018924	0.402	+	PCDHGB3	8388
chr5	141370263	141372839	NM_032097	0.402	+	PCDHGB3	8389
chr16	4189373	4242080	NM_001098814	0.402	-	SRL	8390
chr19	49888174	49888230	NR_039905	0.402	+	MIR4750	8391
chr20	31303211	31308585	NM_001037731	0.402	-	DEFB116	8392
chr7	139025705	139036029	NM_080660	0.401	-	ZC3HAV1L	8393
chr16	631011	634116	NM_053284	0.401	+	WFIKKN1	8394
chrX	153981096	153981177	NR_036174	0.401	+	MIR3202-1	8395
chr1	20988313	20988432	NR_031657	0.401	-	MIR1256	8396
chr1	201113952	201115372	NM_001270601	0.401	-	ASCL5	8397
chr20	52972406	53495330	NM_173485	0.401	+	TSHZ2	8398
chr5	111512225	111739726	NR_040093	0.401	+	STARD4-AS1	8399
chr15	72587216	72587313	NR_030359	0.401	+	MIR630	8400
chr15	89627969	89655451	NM_198525	0.401	-	KIF7	8401
chr16	88803777	88809258	NM_030928	0.401	+	CDT1	8402
chr8	28505115	28505182	NR_036250	0.401	-	MIR4288	8403
chr11	47177521	47186459	NM_001184974	0.400	-	PACSIN3	8404
chr11	47177521	47186459	NM_016223	0.400	-	PACSIN3	8405
chr21	44517214	44518977	NR_026547	0.400	+	TSPEAR-AS2	8406
chr21	44517214	44518977	NR_026548	0.400	+	TSPEAR-AS2	8407
chr22	32413846	32457386	NM_174932	0.400	-	BPIFC	8408
chr6	31958803	31969755	NM_006929	0.400	+	SKIV2L	8409
chrX	40831216	40833196	NR_027761	0.400	-	LOC100132831	8410
chr19	6772667	6857366	NM_005428	0.400	+	VAV1	8411
chr19	6772667	6857366	NM_001258207	0.400	+	VAV1	8412
chr19	6772667	6857366	NM_001258206	0.400	+	VAV1	8413
chr8	103414713	103443452	NM_015420	0.400	+	DCAF13	8414
chr11	10450320	10507579	NM_001172431	0.400	+	AMPD3	8415
chr16	11275635	11276480	NM_002762	0.399	-	PRM2	8416
chr16	11275635	11276480	NM_001286357	0.399	-	PRM2	8417
chr16	11275635	11276480	NR_104428	0.399	-	PRM2	8418
chr16	11275635	11276480	NM_001286358	0.399	-	PRM2	8419
chr16	11275635	11276480	NM_001286356	0.399	-	PRM2	8420
chr16	11275635	11276480	NM_001286359	0.399	-	PRM2	8421
chr16	58559795	58559931	NR_002980	0.399	-	SNORA76A	8422
chr19	44942237	44945496	NM_001646	0.399	+	APOC4	8423
chr19	44942237	44949565	NR_037932	0.399	+	APOC4-APOC2	8424
chr16	67934503	67936877	NM_002801	0.399	-	PSMB10	8425
chr1	45803612	46036124	NM_015112	0.399	+	MAST2	8426
chr1	151198544	151249531	NM_003557	0.399	+	PIP5K1A	8427
chr1	151198544	151249531	NM_001135638	0.399	+	PIP5K1A	8428
chr1	151198544	151249531	NM_001135637	0.399	+	PIP5K1A	8429
chr1	151198544	151249531	NM_001135636	0.399	+	PIP5K1A	8430
chr6	109462515	109483237	NM_014797	0.399	-	ZBTB24	8431
chr6	109480948	109483237	NM_001164313	0.399	-	ZBTB24	8432
chr4	83263823	83284914	NM_015697	0.399	-	COQ2	8433
chr14	100109418	100109514	NR_039601	0.399	-	MIR151B	8434
chr6	31879759	31897206	NM_001289413	0.399	-	EHMT2	8435
chr11	118883765	118896271	NM_001716	0.399	+	CXCR5	8436
chr3	183015217	183099243	NR_120640	0.399	-	MCCC1	8437
chr5	111498323	111512459	NM_139164	0.399	-	STARD4	8438
chr9	90827419	90898560	NM_001174167	0.398	+	SYK	8439
chr6	3849397	3851317	NM_012135	0.398	+	FAM50B	8440
chr12	50111980	50120457	NM_032901	0.398	+	COX14	8441
chr12	50111980	50120457	NM_001257134	0.398	+	COX14	8442
chr12	50111980	50120457	NM_001257133	0.398	+	COX14	8443
chrX	150980507	150990775	NM_001301231	0.398	+	HMGB3	8444
chr20	50172569	50176671	NR_109943	0.398	+	LINC01273	8445
chr5	177519788	177554547	NM_001190946	0.398	-	FAM193B	8446
chr5	177519788	177554547	NR_024019	0.398	-	FAM193B	8447
chr5	173888327	173960310	NM_030627	0.398	+	CPEB4	8448
chr3	171876351	171900740	NR_046852	0.398	-	TMEM212-AS1	8449
chr14	36519277	36523016	NR_103710	0.398	+	NKX2-1-AS1	8450
chr15	34978340	34988296	NM_014106	0.398	-	ZNF770	8451
chr12	6650537	6663142	NM_001127584	0.398	-	ING4	8452
chr12	6650537	6663142	NM_001127583	0.398	-	ING4	8453
chr12	6650537	6663142	NM_001127585	0.398	-	ING4	8454
chr12	6650537	6663142	NM_001127586	0.398	-	ING4	8455
chr12	6650537	6663142	NM_016162	0.398	-	ING4	8456
chr12	6650537	6663142	NM_001127582	0.398	-	ING4	8457
chr3	40524877	40539794	NM_001287245	0.398	+	ZNF621	8458
chr3	40524877	40539794	NM_001098414	0.398	+	ZNF621	8459
chr3	40524877	40539794	NM_198484	0.398	+	ZNF621	8460
chr11	3000921	3057451	NM_139273	0.398	-	CARS	8461
chr11	3000921	3057451	NM_001194997	0.398	-	CARS	8462
chr11	3000921	3057451	NR_036542	0.398	-	CARS	8463
chr11	3000921	3057451	NM_001014437	0.398	-	CARS	8464
chr11	3000921	3057451	NM_001751	0.398	-	CARS	8465
chr6	43645029	43671011	NM_152732	0.397	+	RSPH9	8466
chr6	43645029	43671011	NM_001193341	0.397	+	RSPH9	8467
chr12	7108307	7121851	NR_026947	0.397	+	C1RL-AS1	8468
chr10	102065366	102068038	NM_024747	0.397	+	HPS6	8469
chr14	100109654	100109753	NR_029888	0.397	+	MIR342	8470
chr7	27830573	28180818	NM_175061	0.397	-	JAZF1	8471
chr3	49108672	49120938	NM_001199160	0.397	-	USP19	8472
chr3	49108045	49120938	NM_001199162	0.397	-	USP19	8473
chr3	49108045	49120938	NM_001199161	0.397	-	USP19	8474
chr3	49108672	49120938	NM_006677	0.397	-	USP19	8475
chr17	67740669	67740801	NR_003706	0.397	+	SNORA38B	8476
chr21	44654212	44654659	NM_198698	0.397	-	KRTAP12-4	8477
chr16	2752328	2771412	NM_016333	0.397	+	SRRM2	8478
chr10	52314280	52317657	NM_012242	0.396	+	DKK1	8479
chr19	1609289	1652329	NM_003200	0.396	-	TCF3	8480
chr17	7576810	7576958	NR_002604	0.396	+	SNORD10	8481
chr14	24310150	24312053	NM_001164692	0.396	+	LTB4R2	8482
chr14	24310150	24312053	NM_019839	0.396	+	LTB4R2	8483
chr1	37956979	37990089	NM_006802	0.396	-	SF3A3	8484
chr3	186665957	186678234	NM_000412	0.396	+	HRG	8485
chr1	201359007	201377700	NM_001001430	0.396	-	TNNT2	8486
chr1	201359007	201377700	NM_000364	0.396	-	TNNT2	8487
chr1	201359007	201377700	NM_001276347	0.396	-	TNNT2	8488
chr1	201359007	201377700	NM_001276346	0.396	-	TNNT2	8489
chr1	201359007	201377700	NM_001001431	0.396	-	TNNT2	8490
chr1	201359007	201377700	NM_001276345	0.396	-	TNNT2	8491
chr1	201359007	201377700	NM_001001432	0.396	-	TNNT2	8492
chr12	14973021	14981866	NM_006205	0.396	+	PDE6H	8493
chr9	131490485	131490571	NR_002914	0.396	+	SNORD62A	8494
chr9	131490485	131490571	NR_003050	0.396	+	SNORD62B	8495
chr3	184097063	184106995	NM_001256613	0.396	+	HTR3E	8496
chr3	184097063	184106995	NM_198313	0.396	+	HTR3E	8497
chr11	70056229	70065371	NR_120529	0.396	-	LOC101928443	8498
chr7	130876746	130876810	NR_029503	0.396	-	MIR29A	8499
chr1	156594307	156601487	NM_182679	0.396	-	GPATCH4	8500
chr1	156594307	156601487	NM_015590	0.396	-	GPATCH4	8501
chr5	55508849	55508926	NR_049869	0.396	-	MIR5687	8502
chr6	31952086	31959087	NM_002904	0.395	-	NELFE	8503
chr12	8845003	8876785	NM_001282424	0.395	+	A2ML1	8504
chrX	10469264	10567603	NM_001193280	0.395	-	MID1	8505
chrX	10469264	10567603	NM_001193279	0.395	-	MID1	8506
chrX	10469264	10567603	NM_001193278	0.395	-	MID1	8507
chrX	10505340	10567603	NM_001193281	0.395	-	MID1	8508
chr10	52296847	52314128	NR_038277	0.395	-	PRKG1-AS1	8509
chr7	897899	945816	NM_001284309	0.395	-	ADAP1	8510
chr1	198523221	198540945	NM_133326	0.395	-	ATP6V1G3	8511
chr1	198523221	198540945	NM_133262	0.395	-	ATP6V1G3	8512
chr1	33256572	33300719	NM_152493	0.395	+	ZNF362	8513
chr5	154347105	154347247	NR_031626	0.395	+	MIR1294	8514
chr16	67939883	67944112	NM_000229	0.395	-	LCAT	8515
chr17	16342533	16353498	NM_181716	0.395	-	CENPV	8516
chr1	23691778	23696426	NM_000975	0.395	+	RPL11	8517
chr1	23691778	23696426	NM_001199802	0.395	+	RPL11	8518
chr19	2933217	2944971	NM_021217	0.395	-	ZNF77	8519
chr3	120394213	120451071	NM_007085	0.395	-	FSTL1	8520
chr3	128153456	128408646	NM_021937	0.395	+	EEFSEC	8521
chr20	45823215	45827314	NM_003279	0.395	-	TNNC2	8522
chr12	93467489	93503772	NR_038159	0.395	+	MRPL42	8523
chr12	93467489	93503772	NR_038160	0.395	+	MRPL42	8524
chr12	93467489	93503772	NR_038161	0.395	+	MRPL42	8525
chr12	93467489	93503772	NM_172177	0.395	+	MRPL42	8526
chr12	93467489	93503772	NM_014050	0.395	+	MRPL42	8527
chr1	110947189	110963944	NM_001006945	0.395	-	LRIF1	8528
chr1	110947189	110963944	NM_018372	0.395	-	LRIF1	8529
chr9	129812941	129824162	NM_000113	0.395	-	TOR1A	8530
chr16	2737075	2752600	NR_027275	0.395	-	SRRM2-AS1	8531
chr12	131929199	131943861	NM_001002020	0.395	+	PUS1	8532
chr3	9902827	9916400	NM_153481	0.395	+	IL17RE	8533
chr3	9902827	9916400	NM_153480	0.395	+	IL17RE	8534
chr3	9902827	9916400	NR_104198	0.395	+	IL17RE	8535
chr3	9902827	9916400	NM_001193380	0.395	+	IL17RE	8536
chr1	1751231	1780069	NM_001198994	0.395	-	NADK	8537
chr19	49659568	49665875	NM_001197127	0.394	-	IRF3	8538
chr19	49659568	49665875	NM_001197126	0.394	-	IRF3	8539
chr19	49659568	49665875	NM_001197125	0.394	-	IRF3	8540
chr19	49659568	49665875	NM_001197123	0.394	-	IRF3	8541
chr19	49659568	49665875	NM_001571	0.394	-	IRF3	8542
chr19	49659568	49665875	NR_045568	0.394	-	IRF3	8543
chr19	49659568	49665875	NM_001197122	0.394	-	IRF3	8544
chr19	49659568	49665875	NM_001197128	0.394	-	IRF3	8545
chr19	49659568	49665875	NM_001197124	0.394	-	IRF3	8546
chr1	162632437	162780457	NM_006182	0.394	+	DDR2	8547
chr1	162632437	162780457	NM_001014796	0.394	+	DDR2	8548
chr12	6666476	6689375	NM_133476	0.394	-	ZNF384	8549
chr6	7402646	7418037	NM_153005	0.394	+	RIOK1	8550
chr7	73667843	73672110	NM_001077621	0.394	+	VPS37D	8551
chr3	119703021	119767102	NM_033364	0.394	+	MAATS1	8552
chr8	37858946	37899497	NM_025151	0.394	-	RAB11FIP1	8553
chr8	37858946	37899497	NM_001002814	0.394	-	RAB11FIP1	8554
chr8	143816343	143829109	NM_001271100	0.394	-	PUF60	8555
chr8	143816343	143829109	NM_001136033	0.394	-	PUF60	8556
chr19	41673306	41688277	NM_001291485	0.394	-	CEACAM7	8557
chr19	41673306	41688277	NM_006890	0.394	-	CEACAM7	8558
chr12	131929252	131943861	NM_001002019	0.394	+	PUS1	8559
chr2	27428605	27442257	NM_013392	0.394	+	NRBP1	8560
chr16	1072755	1081454	NM_001172560	0.394	+	SSTR5	8561
chr12	131929267	131943861	NM_025215	0.394	+	PUS1	8562
chr2	131596773	131609401	NR_033885	0.393	+	POTEKP	8563
chr2	96010550	96023136	NR_003698	0.393	+	FAHD2CP	8564
chr3	183015217	183099587	NM_001293273	0.393	-	MCCC1	8565
chr3	183015217	183099587	NM_020166	0.393	-	MCCC1	8566
chr3	183015217	183099587	NR_120639	0.393	-	MCCC1	8567
chr8	144082620	144086216	NM_003801	0.393	+	GPAA1	8568
chr9	36214440	36277056	NM_001190388	0.393	-	GNE	8569
chr9	36214440	36277056	NM_001128227	0.393	-	GNE	8570
chr19	54282108	54282180	NR_039907	0.392	+	MIR4752	8571
chr19	4679281	4685948	NM_001242901	0.392	+	DPP9-AS1	8572
chr16	56669813	56671129	NM_005951	0.392	+	MT1H	8573
chr6	33064568	33080778	NM_001242525	0.392	-	HLA-DPA1	8574
chr6	33064568	33080778	NM_001242524	0.392	-	HLA-DPA1	8575
chr3	39467572	39529497	NR_003090	0.392	+	MOBP	8576
chr3	39467572	39516003	NM_182935	0.392	+	MOBP	8577
chr3	39467572	39516003	NM_001278322	0.392	+	MOBP	8578
chr3	39467572	39529497	NR_103505	0.392	+	MOBP	8579
chr3	39467572	39516003	NR_103506	0.392	+	MOBP	8580
chr3	39467572	39529497	NR_103504	0.392	+	MOBP	8581
chr7	29197740	29514335	NM_001293072	0.392	+	CHN2	8582
chr6	31661228	31665402	NM_033177	0.392	-	GPANK1	8583
chr12	49972836	49977139	NM_001652	0.392	+	AQP6	8584
chr19	43766532	43781257	NM_002250	0.392	-	KCNN4	8585
chr11	747431	765024	NM_006755	0.391	+	TALDO1	8586
chr16	87302797	87317420	NM_001256917	0.391	-	C16orf95	8587
chr16	87302797	87317420	NM_001195125	0.391	-	C16orf95	8588
chr16	87302798	87317420	NM_001195124	0.391	-	C16orf95	8589
chr12	57009996	57016560	NM_013251	0.391	-	TAC3	8590
chr12	57009996	57016560	NR_033654	0.391	-	TAC3	8591
chr12	57009996	57016560	NM_001178054	0.391	-	TAC3	8592
chr11	47177521	47185881	NM_001184975	0.391	-	PACSIN3	8593
chr12	6666476	6689572	NM_001135734	0.391	-	ZNF384	8594
chr12	6666476	6689572	NM_001039920	0.391	-	ZNF384	8595
chr3	9902611	9916400	NM_153483	0.391	+	IL17RE	8596
chr4	184755594	184808601	NM_001286712	0.391	-	ACSL1	8597
chr16	21953287	21983347	NM_003366	0.391	+	UQCRC2	8598
chr19	7916146	7919095	NM_001195259	0.391	+	TGFBR3L	8599
chr11	71473502	71473568	NR_106812	0.391	+	MIR6754	8600
chr6	31661228	31665630	NM_001199240	0.390	-	GPANK1	8601
chr20	61252425	61940617	NM_001794	0.390	+	CDH4	8602
chr12	52360005	52364622	NM_001300810	0.390	-	KRT85	8603
chr2	85598546	85602699	NR_033179	0.390	-	TMEM150A	8604
chr2	85598546	85602699	NM_001031738	0.390	-	TMEM150A	8605
chr6	53929981	53997667	NR_125842	0.390	+	LOC101927189	8606
chr7	75416780	75486288	NM_001099415	0.390	-	POM121C	8607
chr17	56791912	56833895	NM_001085430	0.390	-	C17orf67	8608
chr15	89776357	89778751	NM_001039958	0.390	+	MESP2	8609
chr2	29061689	29074261	NM_001029883	0.390	-	C2orf71	8610
chr11	122089102	122203062	NR_024430	0.390	-	MIR100HG	8611
chr14	64986788	65062652	NM_002028	0.390	+	FNTB	8612
chr11	9754769	9759533	NR_033972	0.390	-	LOC440028	8613
chr8	143816343	143829386	NM_078480	0.390	-	PUF60	8614
chr8	143816343	143829386	NM_014281	0.390	-	PUF60	8615
chr8	143816343	143829386	NM_001271099	0.390	-	PUF60	8616
chr8	143816343	143829386	NM_001271097	0.390	-	PUF60	8617
chr8	143816343	143829386	NM_001271096	0.390	-	PUF60	8618
chr8	143816343	143829386	NM_001271098	0.390	-	PUF60	8619
chr19	3769090	3772221	NM_032753	0.390	-	RAX2	8620
chr16	28974774	28984548	NM_001142451	0.390	+	SPNS1	8621
chr16	28974774	28984548	NM_001142449	0.390	+	SPNS1	8622
chr16	28974774	28984548	NM_001142450	0.390	+	SPNS1	8623
chr16	28974774	28984548	NM_032038	0.390	+	SPNS1	8624
chr16	28974774	28984548	NM_001142448	0.390	+	SPNS1	8625
chr14	23417986	23418063	NR_030624	0.390	-	MIR208B	8626
chr1	16548913	16548987	NR_037446	0.390	+	MIR3675	8627
chr2	85602841	85649284	NR_046347	0.389	+	USP39	8628
chr7	23310208	23470376	NM_006547	0.389	-	IGF2BP3	8629
chr22	42074250	42079438	NM_001002034	0.389	+	FAM109B	8630
chr14	105472937	105480170	NM_001270837	0.389	+	CRIP2	8631
chr14	105472937	105480170	NR_073082	0.389	+	CRIP2	8632
chr6	31661228	31665862	NM_001199238	0.389	-	GPANK1	8633
chr6	31661228	31665862	NM_001199239	0.389	-	GPANK1	8634
chr6	31665879	31670070	NM_001320	0.389	+	CSNK2B	8635
chr6	31665879	31670070	NM_001282385	0.389	+	CSNK2B	8636
chr19	39306816	39315336	NM_020862	0.389	-	LRFN1	8637
chr17	48133439	48430232	NM_003726	0.389	-	SKAP1	8638
chr17	48133439	48430232	NM_001075099	0.389	-	SKAP1	8639
chr19	840984	848175	NM_002777	0.389	+	PRTN3	8640
chr16	56608565	56609497	NM_005953	0.389	+	MT2A	8641
chr8	32595825	32765040	NM_001159995	0.388	+	NRG1	8642
chr8	32595825	32765040	NM_001160001	0.388	+	NRG1	8643
chr8	32595825	32765040	NM_001159999	0.388	+	NRG1	8644
chr9	113349531	113371233	NM_017688	0.388	+	BSPRY	8645
chr5	64505946	64612294	NM_001029875	0.388	+	RGS7BP	8646
chr12	49950740	49958881	NM_000486	0.388	+	AQP2	8647
chr22	20115937	20127357	NM_001278639	0.388	+	RANBP1	8648
chr1	26432281	26471304	NM_205861	0.388	+	DHDDS	8649
chr1	26432281	26471304	NM_001243564	0.388	+	DHDDS	8650
chr1	26432281	26471304	NM_024887	0.388	+	DHDDS	8651
chr1	26432281	26471304	NM_001243565	0.388	+	DHDDS	8652
chr5	90158338	90290071	NR_120601	0.388	-	LINC01339	8653
chr16	29790967	29805385	NM_001256270	0.388	+	KIF22	8654
chr11	62208667	62213939	NM_002407	0.388	+	SCGB2A1	8655
chr7	130877458	130877539	NR_029517	0.388	-	MIR29B1	8656
chrX	47707190	47736628	NR_033924	0.388	+	CXXC1P1	8657
chr17	8204730	8210626	NM_004217	0.388	-	AURKB	8658
chr17	8204730	8210626	NM_001284526	0.388	-	AURKB	8659
chr17	8204730	8210626	NM_001256834	0.388	-	AURKB	8660
chr9	5890908	5909822	NM_005511	0.388	+	MLANA	8661
chr16	28477279	28492302	NM_001286104	0.388	-	CLN3	8662
chr16	28477278	28492302	NM_001042432	0.388	-	CLN3	8663
chr11	67583594	67586653	NM_000852	0.388	+	GSTP1	8664
chr21	35037930	35039426	NR_026812	0.387	-	RUNX1-IT1	8665
chr19	35788875	35797909	NR_104176	0.387	-	LINC01529	8666
chr7	86876905	87059698	NM_001142749	0.387	-	KIAA1324L	8667
chr2	121216587	121285202	NM_014553	0.387	-	TFCP2L1	8668
chr9	133636362	133659344	NM_000787	0.387	+	DBH	8669
chr17	56834098	56868675	NM_003647	0.387	+	DGKE	8670
chr15	63928273	63935953	NR_120344	0.387	+	LOC101928988	8671
chr16	21517908	21520444	NR_002594	0.387	-	SLC7A5P2	8672
chr6	31661228	31666283	NM_001199237	0.387	-	GPANK1	8673
chr19	10922767	10929012	NM_024029	0.387	-	YIPF2	8674
chr12	49346916	49353684	NM_001304944	0.386	+	DNAJC22	8675
chr12	49346916	49353684	NM_024902	0.386	+	DNAJC22	8676
chr17	29390661	29390730	NR_039749	0.386	+	MIR4523	8677
chr16	18782954	18790334	NM_001019	0.386	-	RPS15A	8678
chr16	18782954	18790334	NM_001030009	0.386	-	RPS15A	8679
chr5	176595801	176610130	NM_052899	0.386	-	GPRIN1	8680
chr6	24544103	24646155	NM_014809	0.386	-	KIAA0319	8681
chr6	24544103	24646155	NM_001168374	0.386	-	KIAA0319	8682
chr6	24544103	24646155	NM_001168377	0.386	-	KIAA0319	8683
chr9	134819414	134872618	NR_103451	0.386	-	LOC101448202	8684
chr4	15469864	15601557	NM_001080522	0.386	+	CC2D2A	8685
chr4	15469864	15482263	NM_001164720	0.386	+	CC2D2A	8686
chr4	15469864	15482263	NM_020785	0.386	+	CC2D2A	8687
chr2	3594831	3644644	NM_024027	0.386	+	COLEC11	8688
chr2	3594831	3644644	NR_045659	0.386	+	COLEC11	8689
chr2	3594831	3644644	NM_001255984	0.386	+	COLEC11	8690
chr2	3594831	3644644	NM_001255983	0.386	+	COLEC11	8691
chr2	3594831	3644644	NM_001255982	0.386	+	COLEC11	8692
